Antibody,Virus,IC50,IC80,ID50
VRC26.25,T257_31,0.00020,0.00200,
VRC26.25,T257_31,0.002,0.006,
VRC26.25,T278_50,4.22,,
VRC26.25,T278_50,3.67250,>50,
VRC26.25,T278_50,10.4,>50,
VRC26.25,T280_5,0.023,,
VRC26.25,T280_5,0.00200,0.00800,
VRC26.25,T280_5,0.052,>50,
VRC26.25,TH966_8,0.004,,
VRC26.25,TH966_8,0.00400,0.08900,
VRC26.25,TH966_8,0.018,4.53,
VRC26.25,TH976_17,0.007,,
VRC26.25,TH976_17,0.00600,8.00000,
VRC26.25,TH976_17,0.056,>50,
VRC26.25,THRO4156,17.7,,
VRC26.25,THRO4156,17.70000,>50,
VRC26.25,THRO4156,9.05033,,
VRC26.25,THRO4156,19,,
VRC26.25,TV1_29,0.592,,
VRC26.25,TV1_29,0.33900,>50,
VRC26.25,TV1_29,0.493,>50,
VRC26.25,TZA125_17,0.002,,
VRC26.25,TZA125_17,0.00200,0.02800,
VRC26.25,TZA125_17,0.006,0.027,
VRC26.25,TZBD_02,0.003,,
VRC26.25,TZBD_02,0.00300,0.01600,
VRC26.25,TZBD_02,0.009,0.026,
VRC26.25,UG024_2,0.103,,
VRC26.25,UG024_2,0.166,5.12,
VRC26.25,VB96_J44,3.19,,
VRC26.25,X1193_C1,0.033,,
VRC26.25,X1193_C1,0.00100,0.60000,
VRC26.25,X1193_C1,0.032,0.587,
VRC26.25,X1632_S2_B10,0.0004,,
VRC26.25,X1632_S2_B10,0.001,0.002,
VRC26.25,X1632_S2_B10,0.00040,0.01000,
VRC26.25,X1632_S2_B10,0.003,0.008,
VRC26.25,X1632_S2_B10,0.00121,,
VRC26.25,X1632_S2_B10,0.002,,
VRC26.25,X1632_S2_B10,0.0038,,
VRC26.25,X2131_C1_B5,0.005,,
VRC26.25,X2131_C1_B5,0.00500,0.11300,
VRC26.25,X2131_C1_B5,0.007,0.057,
VRC26.25,X2278_C2_B6,0.003,,
VRC26.25,X2278_C2_B6,0.001,0.029,
VRC26.25,X2278_C2_B6,0.005,0.039,
VRC26.25,X2278_C2_B6,0.00256,,
VRC26.25,X2278_C2_B6,0.003,,
VRC26.25,X2278_C2_B6,0.0054,,
VRC26.25,ZA012_29,2.25,>50,
VRC26.25,ZM106_9,0.002,,
VRC26.25,ZM106_9,0.007,,
VRC26.25,ZM106_9,0.00700,0.05500,
VRC26.25,ZM106_9,0.006,0.034,
VRC26.25,ZM106_9,0.002,0.013,
VRC26.25,ZM109_4,0.0003,,
VRC26.25,ZM109_4,0.003,,
VRC26.25,ZM109_4,0.00300,0.25300,
VRC26.25,ZM109_4,0.006,0.119,
VRC26.25,ZM109_4,0.01776,,
VRC26.25,ZM109_4,0.003,,
VRC26.25,ZM109_4,0.006,,
VRC26.25,ZM176_66,0.00005,,
VRC26.25,ZM176_66,0.00005,0.00100,
VRC26.25,ZM176_66,0.001,0.004,
VRC26.25,ZM197_7,0.0003,,
VRC26.25,ZM197_7,0.005,,
VRC26.25,ZM197_7,0.00500,0.03300,
VRC26.25,ZM197_7,0.008,0.028,
VRC26.25,ZM197_7,0.006265,,
VRC26.25,ZM197_7,0.002,,
VRC26.25,ZM197_7,0.006,,
VRC26.25,ZM214_15,0.008,,
VRC26.25,ZM214_15,0.008,,
VRC26.25,ZM214_15,0.00200,0.23100,
VRC26.25,ZM214_15,0.011,0.286,
VRC26.25,ZM214_15,0.003,,
VRC26.25,ZM214_15,0.006,,
VRC26.25,ZM214_15,0.008,>25,
VRC26.25,ZM215_8,0.033,,
VRC26.25,ZM233_6,0.0003,,
VRC26.25,ZM233_6,0.00004,,
VRC26.25,ZM233_6,0.00050,0.00200,
VRC26.25,ZM233_6,0.0009,0.003,
VRC26.25,ZM233_6,0.00131,,
VRC26.25,ZM233_6,0.002,,
VRC26.25,ZM246F,0.0003,,
VRC26.25,ZM247_V1,0.0003,,
VRC26.25,ZM249_1,0.0003,,
VRC26.25,ZM249_1,0.0008,,
VRC26.25,ZM249_1,0.00080,0.02100,
VRC26.25,ZM249_1,0.005,0.024,
VRC26.25,ZM249_1,0.008871111,,
VRC26.25,ZM249_1,0.01,,
VRC26.25,ZM249_1,0.005,,
VRC26.25,ZM53_12,0.0003,,
VRC26.25,ZM53_12,0.00007,,
VRC26.25,ZM53_12,0.00007,0.00090,
VRC26.25,ZM53_12,0.002,0.005,
VRC26.25,ZM53_12,0.00386,,
VRC26.25,ZM53_12,0.001482,,
VRC26.25,ZM53_12,0.0001,,
VRC26.25,ZM53_12,0.00046,,
VRC26.25,ZM55_28A,0.003,,
VRC26.25,ZM55_28A,0.025,,
VRC26.25,ZM55_28A,0.00100,0.04800,
VRC26.25,ZM55_28A,0.017,0.262,
VRC26.25,ZM55_28A,0.003,0.087,
VRC26.26,0013095_2_11,0.003,,
VRC26.26,0013095_2_11,5.74,,
VRC26.26,0013095_2_11,0.00300,0.01100,
VRC26.26,001428_2_42,29.7,,
VRC26.26,001428_2_42,35.8,,
VRC26.26,001428_2_42,29.70000,>50,
VRC26.26,0077_V1_C16,0.01,,
VRC26.26,0077_V1_C16,0.01000,0.02600,
VRC26.26,0260_V5_C36,1.12,,
VRC26.26,0260_V5_C36,1.12000,18.60000,
VRC26.26,0439_V5_C1,1.09,,
VRC26.26,0439_V5_C1,1.09000,5.12000,
VRC26.26,0921_V2_C14,0.001,,
VRC26.26,0921_V2_C14,0.00100,0.00400,
VRC26.26,1394_C9G1,6.00E-04,,
VRC26.26,16055_2_3,0.008,,
VRC26.26,16055_2_3,0.004,,
VRC26.26,16055_2_3,0.00800,0.02100,
VRC26.26,16936_2_21,3.46,,
VRC26.26,16936_2_21,3.46000,>50,
VRC26.26,191084_B7_19,0.001,,
VRC26.26,191821_E6_1,0.021,,
VRC26.26,191955_A11,0.005,,
VRC26.26,231965_C1,0.578,,
VRC26.26,231965_C1,0.57800,>50,
VRC26.26,235_47,6.08,,
VRC26.26,235_47,4.01,,
VRC26.26,235_47,6.08000,>50,
VRC26.26,242_14,0.015,,
VRC26.26,242_14,0.01500,0.73100,
VRC26.26,246_F3_C10_2,15.4,,
VRC26.26,246_F3_C10_2,15.40000,>50,
VRC26.26,247_23,0.006,,
VRC26.26,247_23,0.00600,0.02200,
VRC26.26,249M_B10,0.033,,
VRC26.26,25710_2_43,0.005,,
VRC26.26,25710_2_43,0.00500,0.03900,
VRC26.26,25925_2_22,0.001,,
VRC26.26,25925_2_22,0.00100,0.05300,
VRC26.26,26191_2_48,0.001,,
VRC26.26,26191_2_48,0.00100,0.06900,
VRC26.26,263_8,0.012,,
VRC26.26,263_8,0.292,,
VRC26.26,263_8,0.01200,0.07100,
VRC26.26,269_12,0.592,,
VRC26.26,269_12,0.59200,15.90000,
VRC26.26,286_36,0.004,,
VRC26.26,286_36,0.00400,0.01600,
VRC26.26,3016_V5_C45,0.294,,
VRC26.26,3016_V5_C45,0.079,,
VRC26.26,3016_V5_C45,0.02200,>50,
VRC26.26,3301_V1_C24,0.012,,
VRC26.26,3301_V1_C24,0.004,,
VRC26.26,3301_V1_C24,0.01200,0.03800,
VRC26.26,3326_V4_C3,0.001,,
VRC26.26,3326_V4_C3,0.00100,0.00500,
VRC26.26,3337_V2_C6,0.175,,
VRC26.26,3337_V2_C6,0.17500,>50,
VRC26.26,3365_V2_C20,0.616,,
VRC26.26,3365_V2_C20,0.61600,>50,
VRC26.26,3718_3_11,4.1,,
VRC26.26,3718_3_11,4.10000,>50,
VRC26.26,3873_V1_C24,0.006,,
VRC26.26,3873_V1_C24,0.00600,0.01700,
VRC26.26,3988_25,0.265,,
VRC26.26,3988_25,0.26500,19.40000,
VRC26.26,45_01DG5,3.34,,
VRC26.26,45_01DG5,3.34000,>50,
VRC26.26,57128_VRC15,0.003,,
VRC26.26,57128_VRC15,0.00300,0.10000,
VRC26.26,6095_V1_C10,0.005,,
VRC26.26,6095_V1_C10,0.00500,0.02300,
VRC26.26,620345_C1,0.006,,
VRC26.26,620345_C1,0.024,,
VRC26.26,620345_C1,0.00600,0.24800,
VRC26.26,6322_V4_C1,0.012,,
VRC26.26,6322_V4_C1,0.01200,0.05300,
VRC26.26,6540_V4_C1,0.057,,
VRC26.26,6540_V4_C1,0.581,,
VRC26.26,6540_V4_C1,0.05700,32.30000,
VRC26.26,6545_V4_C1,0.31,,
VRC26.26,6545_V4_C1,0.264,,
VRC26.26,6545_V4_C1,0.31000,>50,
VRC26.26,6785_V5_C14,0.005,,
VRC26.26,6785_V5_C14,0.00500,0.02600,
VRC26.26,6838_V1_C35,0.02,,
VRC26.26,6838_V1_C35,0.02000,4.82000,
VRC26.26,703010054_2A2,44.2,,
VRC26.26,703010217_B6,0.062,,
VRC26.26,703010217_B6,0.06200,4.40000,
VRC26.26,89_F1_2_25,6.00E-04,,
VRC26.26,9004SS_A3_4,0.015,,
VRC26.26,928_28,0.856,,
VRC26.26,928_28,0.393,,
VRC26.26,928_28,0.85600,13.30000,
VRC26.26,96ZM651_02,0.037,,
VRC26.26,96ZM651_02,0.03700,0.40800,
VRC26.26,A03349M1_VRC4A,0.006,,
VRC26.26,A03349M1_VRC4A,0.00600,0.18200,
VRC26.26,A07412M1_VRC12,0.005,,
VRC26.26,A07412M1_VRC12,0.646,,
VRC26.26,A07412M1_VRC12,0.00080,0.00400,
VRC26.26,BB201_B42,0.189,,
VRC26.26,BB201_B42,0.18900,7.11000,
VRC26.26,BB539_2B13,0.012,,
VRC26.26,BF1266_431A,0.008,,
VRC26.26,BG505_W6M_C2,0.015,,
VRC26.26,BG505_W6M_C2,0.01500,0.99900,
VRC26.26,BI369_9A,0.002,,
VRC26.26,BI369_9A,0.00200,0.06000,
VRC26.26,BJOX002000_03_2,0.009,,
VRC26.26,BJOX009000_02_4,0.264,,
VRC26.26,BJOX009000_02_4,0.26400,11.00000,
VRC26.26,BS208_B1,0.005,,
VRC26.26,BS208_B1,0.00500,0.02100,
VRC26.26,C1080_C3,0.31,,
VRC26.26,C1080_C3,0.004,,
VRC26.26,C1080_C3,0.31000,5.03000,
VRC26.26,C2101_C1,0.683,,
VRC26.26,C2101_C1,0.68300,>50,
VRC26.26,C3347_C11,0.047,,
VRC26.26,C3347_C11,0.04700,0.77300,
VRC26.26,C4118_9,0.002,,
VRC26.26,C4118_9,6.00E-04,,
VRC26.26,C4118_9,0.00200,0.00400,
VRC26.26,CAP210_E8,0.002,,
VRC26.26,CAP210_E8,6.00E-04,,
VRC26.26,CAP210_E8,0.00200,0.00800,
VRC26.26,CAP244_D3,36.60000,>50,
VRC26.26,CAP256_SU,0.003,,
VRC26.26,CAP256_SU,0.00300,0.00900,
VRC26.26,CAP256_SU_K169I,0.034,,
VRC26.26,CAP256_SU_K169Q,0.058,,
VRC26.26,CAP256_SU_K169R,0.006,,
VRC26.26,CAP256_SU_K169T,0.087,,
VRC26.26,CAP256_SU_R166K,0.026,,
VRC26.26,CAP45_G3,0.004,,
VRC26.26,CAP45_G3,0.001,,
VRC26.26,CAP45_G3,0.00400,0.11100,
VRC26.26,CE0393_C3,1.27,,
VRC26.26,CE0682_E4,0.011,,
VRC26.26,CE1086_B2,3.45,,
VRC26.26,CE1172_H1,14.9,,
VRC26.26,CE1176_A3,3.78,,
VRC26.26,CE1176_A3,0.793,,
VRC26.26,CE1176_A3,3.78000,>50,
VRC26.26,CE2060_G9,6.00E-04,,
VRC26.26,CH038_12,0.259,,
VRC26.26,CH038_12,0.25900,23.60000,
VRC26.26,CH070_1,0.001,,
VRC26.26,CH070_1,0.00100,0.17700,
VRC26.26,CH117_4,0.0006,,
VRC26.26,CH117_4,0.00060,0.00400,
VRC26.26,CH181_12,0.001,,
VRC26.26,CH181_12,0.00100,0.00600,
VRC26.26,CM244_EC1,0.067,,
VRC26.26,CM244_EC1,0.00200,0.05300,
VRC26.26,CNE17,0.008,,
VRC26.26,CNE19,1.78,,
VRC26.26,CNE19,28.3,,
VRC26.26,CNE19,1.78000,>50,
VRC26.26,CNE21,0.007,,
VRC26.26,CNE21,0.021,,
VRC26.26,CNE21,0.00700,0.05700,
VRC26.26,CNE40,4.07,,
VRC26.26,CNE40,4.07000,>50,
VRC26.26,CNE5,0.007,,
VRC26.26,CNE5,0.018,,
VRC26.26,CNE5,0.00700,0.06800,
VRC26.26,CNE55,0.002,,
VRC26.26,CNE55,0.00200,0.00800,
VRC26.26,CNE58,0.001,,
VRC26.26,CNE58,0.005,,
VRC26.26,CNE58,0.00100,0.01200,
VRC26.26,CNE7,0.002,,
VRC26.26,CNE7,0.00200,0.01200,
VRC26.26,CNE8,0.011,,
VRC26.26,CNE8,3.29,,
VRC26.26,CNE8,0.01100,0.08600,
VRC26.26,DJ263_8,0.011,,
VRC26.26,DJ263_8,0.01100,0.04800,
VRC26.26,DU123_06,0.004,,
VRC26.26,DU123_06,0.00400,0.03500,
VRC26.26,DU151_02,0.001,,
VRC26.26,DU151_02,0.00100,0.07000,
VRC26.26,DU156_12,0.011,,
VRC26.26,DU156_12,0.08,,
VRC26.26,DU156_12,0.01100,0.13600,
VRC26.26,DU172_17,0.788,,
VRC26.26,DU172_17,0.78800,9.60000,
VRC26.26,DU422_1,0.117,,
VRC26.26,DU422_1,2.92,,
VRC26.26,DU422_1,0.08000,3.37000,
VRC26.26,KER2008_12,10.1,,
VRC26.26,KER2008_12,10.10000,>50,
VRC26.26,KER2018_11,0.003,,
VRC26.26,KER2018_11,0.00300,0.02200,
VRC26.26,M02138,1.22,,
VRC26.26,MB539_2B7,0.651,,
VRC26.26,MB539_2B7,0.65100,>50,
VRC26.26,MI369_A5,0.212,,
VRC26.26,MI369_A5,0.21200,4.53000,
VRC26.26,MS208_A1,0.54,,
VRC26.26,MS208_A1,0.115,,
VRC26.26,MS208_A1,0.54000,26.80000,
VRC26.26,MW965_26,0.016,,
VRC26.26,MW965_26,0.01600,0.66100,
VRC26.26,P0402_C2_11,0.003,,
VRC26.26,P0402_C2_11,0.003,,
VRC26.26,P0402_C2_11,0.00300,0.00900,
VRC26.26,P1981_C5_3,0.005,,
VRC26.26,P1981_C5_3,0.006,,
VRC26.26,P1981_C5_3,0.00500,0.01300,
VRC26.26,PVO_4,0.473,,
VRC26.26,PVO_4,30,,
VRC26.26,PVO_4,0.47300,2.33000,
VRC26.26,Q168_A2,0.017,,
VRC26.26,Q168_A2,0.01700,0.62600,
VRC26.26,Q23_17,0.911,,
VRC26.26,Q259_17,0.031,,
VRC26.26,Q259_17,0.048,,
VRC26.26,Q259_17,0.03100,2.65000,
VRC26.26,Q461_E2,0.003,,
VRC26.26,Q461_E2,1.84,,
VRC26.26,Q461_E2,0.00300,0.04800,
VRC26.26,Q842_D12,22.8,,
VRC26.26,Q842_D12,20.4,,
VRC26.26,Q842_D12,22.80000,>50,
VRC26.26,R2184_C4,0.005,,
VRC26.26,R2184_C4,13,,
VRC26.26,R2184_C4,0.00500,0.04700,
VRC26.26,S018_18,0.005,,
VRC26.26,S018_18,0.00500,0.01300,
VRC26.26,SC422_8,5.45,,
VRC26.26,SC422_8,5.45000,>50,
VRC26.26,T250_4,0.002,,
VRC26.26,T250_4,6.00E-04,,
VRC26.26,T250_4,0.00200,0.00800,
VRC26.26,T253_11,0.004,,
VRC26.26,T253_11,0.00400,0.12400,
VRC26.26,T257_31,0.003,,
VRC26.26,T257_31,6.00E-04,,
VRC26.26,T257_31,0.00300,0.01000,
VRC26.26,T280_5,0.265,,
VRC26.26,T280_5,0.26500,5.64000,
VRC26.26,TH023_6,0.013,,
VRC26.26,TH966_8,0.001,,
VRC26.26,TH966_8,0.00100,0.04200,
VRC26.26,THRO4156,0.726,,
VRC26.26,THRO4156,0.72600,48.80000,
VRC26.26,TV1_29,0.189,,
VRC26.26,TV1_29,0.18900,17.50000,
VRC26.26,TZA125_17,0.008,,
VRC26.26,TZA125_17,0.00800,0.02000,
VRC26.26,TZBD_02,0.003,,
VRC26.26,TZBD_02,0.00300,0.01300,
VRC26.26,UG024_2,1.28,,
VRC26.26,X1193_C1,0.302,,
VRC26.26,X1193_C1,1.68,,
VRC26.26,X1193_C1,0.30200,4.03000,
VRC26.26,X1632_S2_B10,0.007,,
VRC26.26,X1632_S2_B10,0.008,,
VRC26.26,X1632_S2_B10,0.00700,0.02900,
VRC26.26,X2131_C1_B5,0.88,,
VRC26.26,X2131_C1_B5,0.88000,39.40000,
VRC26.26,X2278_C2_B6,15.1,,
VRC26.26,ZM106_9,0.012,,
VRC26.26,ZM106_9,0.01200,0.24500,
VRC26.26,ZM109_4,0.003,,
VRC26.26,ZM109_4,0.00300,0.20300,
VRC26.26,ZM176_66,0.001,,
VRC26.26,ZM176_66,0.00100,0.00900,
VRC26.26,ZM197_7,0.027,,
VRC26.26,ZM197_7,6.00E-04,,
VRC26.26,ZM197_7,0.02700,0.07400,
VRC26.26,ZM214_15,45.7,,
VRC26.26,ZM214_15,12.4,,
VRC26.26,ZM214_15,45.70000,>50,
VRC26.26,ZM233_6,0.004,,
VRC26.26,ZM233_6,6.00E-04,,
VRC26.26,ZM233_6,0.00400,0.01800,
VRC26.26,ZM246F,0.002,,
VRC26.26,ZM247_V1,1.03,,
VRC26.26,ZM249_1,0.007,,
VRC26.26,ZM249_1,0.001,,
VRC26.26,ZM249_1,0.00700,0.52400,
VRC26.26,ZM53_12,0.003,,
VRC26.26,ZM53_12,6.00E-04,,
VRC26.26,ZM53_12,0.00300,0.00900,
VRC26.26,ZM55_28A,0.01,,
VRC26.26,ZM55_28A,0.01000,0.03300,
VRC26.27,0013095_2_11,0.00100,0.00700,
VRC26.27,0077_V1_C16,0.00200,0.00500,
VRC26.27,0260_V5_C36,0.95700,>50,
VRC26.27,0439_V5_C1,0.38100,3.56000,
VRC26.27,0921_V2_C14,0.00020,0.00100,
VRC26.27,16055_2_3,0.00200,0.00700,
VRC26.27,16936_2_21,0.34700,>50,
VRC26.27,235_47,1.02000,>50,
VRC26.27,242_14,0.00200,0.05400,
VRC26.27,247_23,0.00200,0.01600,
VRC26.27,25710_2_43,0.00100,0.01300,
VRC26.27,25925_2_22,0.00100,0.01200,
VRC26.27,26191_2_48,0.00500,0.04500,
VRC26.27,263_8,0.00300,0.01800,
VRC26.27,269_12,0.37900,>50,
VRC26.27,286_36,0.00070,0.00900,
VRC26.27,3016_V5_C45,0.00600,>50,
VRC26.27,3301_V1_C24,0.00700,0.02000,
VRC26.27,3326_V4_C3,0.00020,0.00200,
VRC26.27,3337_V2_C6,0.01200,3.87000,
VRC26.27,3365_V2_C20,0.11600,>50,
VRC26.27,3718_3_11,6.44000,>50,
VRC26.27,3873_V1_C24,0.00300,0.01300,
VRC26.27,3988_25,0.27700,>50,
VRC26.27,45_01DG5,4.77000,>50,
VRC26.27,57128_VRC15,0.01100,0.32400,
VRC26.27,6095_V1_C10,0.00100,0.01100,
VRC26.27,620345_C1,0.00400,0.05600,
VRC26.27,6322_V4_C1,0.00300,0.00900,
VRC26.27,6540_V4_C1,0.03100,>50,
VRC26.27,6545_V4_C1,0.07500,>50,
VRC26.27,6785_V5_C14,0.00100,0.00800,
VRC26.27,6838_V1_C35,0.00400,0.27300,
VRC26.27,703010217_B6,0.03400,2.19000,
VRC26.27,928_28,0.07300,2.31000,
VRC26.27,96ZM651_02,0.02400,0.15200,
VRC26.27,A03349M1_VRC4A,0.01300,0.11900,
VRC26.27,A07412M1_VRC12,0.00200,0.00900,
VRC26.27,BB201_B42,0.01700,0.81600,
VRC26.27,BG505_W6M_C2,0.00900,0.05000,
VRC26.27,BI369_9A,0.00100,0.01100,
VRC26.27,BJOX009000_02_4,0.29000,>50,
VRC26.27,BS208_B1,0.00100,0.00800,
VRC26.27,C1080_C3,0.03000,0.40300,
VRC26.27,C2101_C1,1.92000,>50,
VRC26.27,C3347_C11,0.04100,0.64600,
VRC26.27,C4118_9,0.00040,0.00200,
VRC26.27,CAP210_E8,0.00100,0.00500,
VRC26.27,CAP210_E8,0.004,,
VRC26.27,CAP256_SU,0.00100,0.00600,
VRC26.27,CAP256_SU,0.002,,
VRC26.27,CAP256_SU_K169I,0.02,,
VRC26.27,CAP256_SU_K169Q,0.04,,
VRC26.27,CAP256_SU_K169R,0.00431,,
VRC26.27,CAP256_SU_K169T,0.05,,
VRC26.27,CAP256_SU_R166K,0.02,,
VRC26.27,CAP45_G3,0.00200,0.03400,
VRC26.27,CAP45_G3,0.004,,
VRC26.27,CE1176_A3,0.65700,>50,
VRC26.27,CH038_12,0.01600,0.43600,
VRC26.27,CH070_1,0.00100,0.16500,
VRC26.27,CH117_4,0.00001,0.00080,
VRC26.27,CH181_12,0.00004,0.00100,
VRC26.27,CM244_EC1,0.00700,0.23600,
VRC26.27,CNE19,1.17000,>50,
VRC26.27,CNE21,0.00300,0.02300,
VRC26.27,CNE40,2.98000,>50,
VRC26.27,CNE5,0.00300,0.02300,
VRC26.27,CNE55,0.00050,0.00200,
VRC26.27,CNE58,0.00200,0.01000,
VRC26.27,CNE7,0.00200,0.01000,
VRC26.27,CNE8,0.00300,0.03500,
VRC26.27,DJ263_8,0.00800,0.02400,
VRC26.27,DU123_06,0.00500,0.02400,
VRC26.27,DU151_02,0.00100,0.02200,
VRC26.27,DU156_12,0.00400,0.04500,
VRC26.27,DU156_12,0.005,,
VRC26.27,DU172_17,1.78000,>50,
VRC26.27,DU422_1,0.01500,0.22400,
VRC26.27,DU422_1,0.07,,
VRC26.27,KER2008_12,1.02000,>50,
VRC26.27,KER2018_11,0.00200,0.00700,
VRC26.27,MB539_2B7,1.13000,>50,
VRC26.27,MI369_A5,0.00600,0.57200,
VRC26.27,MS208_A1,0.02100,4.59000,
VRC26.27,MW965_26,0.02000,0.26800,
VRC26.27,P0402_C2_11,0.00300,0.00800,
VRC26.27,P1981_C5_3,0.00200,0.00700,
VRC26.27,PVO_4,0.16400,0.84200,
VRC26.27,PVO_4,0.54,,
VRC26.27,Q168_A2,0.00300,5.00000,
VRC26.27,Q259_17,0.00800,1.10000,
VRC26.27,Q259_17,0.02,,
VRC26.27,Q461_E2,0.00600,0.03900,
VRC26.27,Q461_E2,0.03,,
VRC26.27,Q842_D12,3.08000,>50,
VRC26.27,Q842_D12,6.6,,
VRC26.27,R2184_C4,0.00300,0.06000,
VRC26.27,S018_18,0.00200,0.00600,
VRC26.27,T250_4,0.00090,0.00300,
VRC26.27,T253_11,0.02400,0.60100,
VRC26.27,T257_31,0.00100,0.00400,
VRC26.27,T280_5,0.31200,17.10000,
VRC26.27,TH966_8,0.00600,0.06400,
VRC26.27,THRO4156,0.64500,>50,
VRC26.27,TV1_29,1.26000,>50,
VRC26.27,TZA125_17,0.00100,0.00500,
VRC26.27,TZBD_02,0.00400,0.01700,
VRC26.27,X1193_C1,0.14500,4.61000,
VRC26.27,X1632_S2_B10,0.00200,0.01100,
VRC26.27,X2131_C1_B5,1.03000,>50,
VRC26.27,ZM106_9,0.00500,0.08100,
VRC26.27,ZM109_4,0.00300,0.60000,
VRC26.27,ZM109_4,0.05,,
VRC26.27,ZM176_66,0.00080,0.00700,
VRC26.27,ZM197_7,0.00100,0.00800,
VRC26.27,ZM197_7,0.007,,
VRC26.27,ZM214_15,0.39,,
VRC26.27,ZM233_6,0.00100,0.01100,
VRC26.27,ZM249_1,0.00200,0.03600,
VRC26.27,ZM249_1,0.58,,
VRC26.27,ZM53_12,0.00100,0.00500,
VRC26.27,ZM53_12,0.001,,
VRC26.27,ZM55_28A,0.00100,0.00500,
VRC26.28,3016_V5_C45,0.00800,,
VRC26.28,BG505_W6M_C2,0.04400,,
VRC26.28,C1080_C3,0.01200,,
VRC26.28,CAP256_SU_K169I,0.033,,
VRC26.28,CAP256_SU_K169Q,0.018,,
VRC26.28,CAP256_SU_K169R,0.004,,
VRC26.28,CAP256_SU_K169T,0.37,,
VRC26.28,CAP256_SU_R166K,3.777,,
VRC26.28,CAP45_G3,0.01600,,
VRC26.28,CM244_EC1,0.64000,,
VRC26.28,DU156_12,0.17100,,
VRC26.28,DU422_1,0.07500,,
VRC26.28,KER2008_12,0.76000,,
VRC26.28,MB539_2B7,29.40000,,
VRC26.28,PVO_4,6.00000,,
VRC26.28,Q168_A2,0.00300,,
VRC26.28,Q23_17,0.00500,,
VRC26.28,Q259_17,0.01200,,
VRC26.28,Q461_E2,1.59000,,
VRC26.28,Q842_D12,0.77900,,
VRC26.28,ZM197_7,0.19300,,
VRC26.28,ZM214_15,6.85000,,
VRC26.28,ZM233_6,0.00200,,
VRC26.28,ZM249_1,0.08200,,
VRC26.29,3016_V5_C45,0.01200,,
VRC26.29,AC10_29,20.40000,,
VRC26.29,AC10_29,19.917395,,
VRC26.29,BG505_W6M_C2,0.04600,,
VRC26.29,BG505_W6M_C2,0.20936,,
VRC26.29,C1080_C3,0.00900,,
VRC26.29,CAP210_E8,0.00174,,
VRC26.29,CAP244_D3,117.67498,,
VRC26.29,CAP256_PI,65.64126,,
VRC26.29,CAP256_SU,0.001825,,
VRC26.29,CAP256_SU_K169I,0.14,,
VRC26.29,CAP256_SU_K169Q,0.115,,
VRC26.29,CAP256_SU_K169R,0.032,,
VRC26.29,CAP256_SU_K169T,1.137,,
VRC26.29,CAP256_SU_R166K,5,,
VRC26.29,CAP45_G3,0.07600,,
VRC26.29,CAP45_G3,0.018006667,,
VRC26.29,CM244_EC1,1.13000,,
VRC26.29,CON_C,0.002726667,,
VRC26.29,DU156_12,0.13600,,
VRC26.29,DU156_12,0.40453,,
VRC26.29,DU422_1,0.07200,,
VRC26.29,KER2008_12,0.68400,,
VRC26.29,MB539_2B7,13.30000,,
VRC26.29,PVO_4,4.00000,,
VRC26.29,PVO_4,2.973193333,,
VRC26.29,Q168_A2,0.00700,,
VRC26.29,Q23_17,0.02300,,
VRC26.29,Q23_17,0.011916667,,
VRC26.29,Q259_17,0.01900,,
VRC26.29,Q461_E2,2.00000,,
VRC26.29,Q461_E2,2.743685,,
VRC26.29,Q842_D12,1.69000,,
VRC26.29,Q842_D12,2.80268,,
VRC26.29,ZM197_7,0.13600,,
VRC26.29,ZM197_7,0.237363333,,
VRC26.29,ZM214_15,13.60000,,
VRC26.29,ZM233_6,0.00300,,
VRC26.29,ZM249_1,0.09300,,
VRC26.29,ZM249_1,0.093,,
VRC26.29,ZM53_12,0.00100,,
VRC26.29,ZM53_12,0.003156667,,
VRC26.30,3016_V5_C45,1.05000,,
VRC26.30,96ZM651_02,37.80000,,
VRC26.30,BG505_W6M_C2,9.04000,,
VRC26.30,C1080_C3,0.07300,,
VRC26.30,CAP256_SU_K169I,0.007,,
VRC26.30,CAP256_SU_K169Q,0.005,,
VRC26.30,CAP256_SU_K169R,0.003,,
VRC26.30,CAP256_SU_K169T,0.049,,
VRC26.30,CAP256_SU_R166K,0.639,,
VRC26.30,CAP45_G3,0.31700,,
VRC26.30,DU156_12,0.84800,,
VRC26.30,DU422_1,0.40000,,
VRC26.30,PVO_4,12.60000,,
VRC26.30,Q168_A2,0.19900,,
VRC26.30,Q259_17,0.10700,,
VRC26.30,ZM197_7,1.00000,,
VRC26.30,ZM233_6,0.18800,,
VRC26.30,ZM249_1,0.76200,,
VRC26.31,C1080_C3,1.67000,,
VRC26.31,CAP210_E8,0.00300,,
VRC26.31,CAP256_SU_K169I,0.014,,
VRC26.31,CAP256_SU_K169Q,0.014,,
VRC26.31,CAP256_SU_K169R,0.005,,
VRC26.31,CAP256_SU_K169T,0.104,,
VRC26.31,CAP256_SU_R166K,3.49,,
VRC26.31,DU156_12,4.46000,,
VRC26.31,DU422_1,1.66000,,
VRC26.31,KER2018_11,0.00200,,
VRC26.31,Q168_A2,4.16000,,
VRC26.31,Q259_17,0.26200,,
VRC26.31,ZM197_7,3.22000,,
VRC26.31,ZM233_6,0.74000,,
VRC26.32,3016_V5_C45,0.28400,,
VRC26.32,CAP210_E8,0.00800,,
